Skill,Employees_Missing,Severity
Infoblox NetMRI,93,MEDIUM
Vehicle identification number VIN database,93,MEDIUM
Vero Software machining STRATEGIST,93,MEDIUM
Google Compute Engine (GCE),93,MEDIUM
Agronomic modeling software,93,MEDIUM
Peopleclick CAAMS,93,MEDIUM
MDSI OpenCNC,93,MEDIUM
Cisco Systems Cisco Web Cache Communication Protocol WCCP,93,MEDIUM
WH Software InstaCode,93,MEDIUM
IBM Rational Rose XDE,93,MEDIUM
File transfer protocol FTP software,93,MEDIUM
CCIS AccountAbility,93,MEDIUM
Experian Transact SM,93,MEDIUM
Logitech 3D Pro,93,MEDIUM
Universal Tax Systems TaxWise,93,MEDIUM
W G Software Tenant File,93,MEDIUM
Medical decision support software,93,MEDIUM
Terminal emulation software,93,MEDIUM
Elite Software Sprinkler CAD,93,MEDIUM
Adexa eGPS Suite,93,MEDIUM
Credit adjudication and lending management system CALMS,93,MEDIUM
Gale Expanded Academic ASAP PLUS,93,MEDIUM
IMSI TurboCAD,93,MEDIUM
Xcode,93,MEDIUM
Microsoft DirectX,93,MEDIUM
HP Fortify,93,MEDIUM
O'Brien Grasso RE Software Property Master,93,MEDIUM
Skywire Software InsBridge,93,MEDIUM
Siemens ModelSim,93,MEDIUM
A programming language APL,93,MEDIUM
RSM McGladrey Auditor Assistant,93,MEDIUM
Breault Research ASAP,93,MEDIUM
Honeywell WEBs-N4,93,MEDIUM
FSC Business Solutions Department Managers' Toolkit,93,MEDIUM
ArcGIS Web AppBuilder,93,MEDIUM
Xerces2 Java Parser,93,MEDIUM
PE INTERNATIONAL GaBi,93,MEDIUM
Element management software,93,MEDIUM
YourKit Java Profiler,93,MEDIUM
Cartesis ES Magnitude,93,MEDIUM
Computer simulation software,93,MEDIUM
MapR Converged Data Platform,93,MEDIUM
ERP software,93,MEDIUM
M-Sim,93,MEDIUM
Apatar,93,MEDIUM
Open Shortest Path First OSPF,93,MEDIUM
Secure internet filtering software,93,MEDIUM
KRS Enterprises Service First!,93,MEDIUM
FlexiFinancials FlexiLedger,93,MEDIUM
Mobile wireless network infrastructure software,93,MEDIUM
MEDITECH Healthcare Information System HCIS,93,MEDIUM
Flat File Checker,93,MEDIUM
Predator DNC,93,MEDIUM
CPMD,93,MEDIUM
Test automation software,93,MEDIUM
Autodesk 3d Studio Viz,93,MEDIUM
ABC: the AspectBench Compiler for AspectJ,93,MEDIUM
Waterloo Hydrogeologic TACTIC,93,MEDIUM
ADP Employease,93,MEDIUM
Omni Group OmniGraffle,93,MEDIUM
IBM Interactive System Productivity Facility ISPF,93,MEDIUM
ASI DATAMYTE QDA,93,MEDIUM
SendGrid,93,MEDIUM
PEPID RN Critical Care RNCC,93,MEDIUM
Apple iWork Numbers,93,MEDIUM
Top Systems T-FLEX CAM,93,MEDIUM
Automated media tracking software,93,MEDIUM
HP Autonomy TeamSite,93,MEDIUM
Oxford Reference Online,93,MEDIUM
Scheme,93,MEDIUM
Peopleclick Monitor,93,MEDIUM
poLCA,93,MEDIUM
Root kit detection software,93,MEDIUM
Time sharing option TSO software,93,MEDIUM
Monash University Low FODMAP Diet App,93,MEDIUM
HOMAG WoodWOP,93,MEDIUM
Compris software,93,MEDIUM
Software distribution management software,93,MEDIUM
Adobe RoboHelp,93,MEDIUM
Time tracking software,93,MEDIUM
Physical access management software,93,MEDIUM
Laboratory Automated Quality Control Systems LAQC,93,MEDIUM
Symantec Veritas Volume Manager,93,MEDIUM
Port scanners,93,MEDIUM
Property Solutions International ResidentPortal,93,MEDIUM
Dolphin Integration SMASH,93,MEDIUM
American Printing House for the Blind Talking Typer,93,MEDIUM
Test implementation software,93,MEDIUM
Empirisoft MediaLab,93,MEDIUM
Modula,93,MEDIUM
Landtitle USA,93,MEDIUM
NetScout Sniffer Global Analyzer,93,MEDIUM
American HealthTech Financial,93,MEDIUM
SAP BusinessObjects Desktop Intelligence,93,MEDIUM
Bostonpost Technology Property Manager,93,MEDIUM
Website development software,93,MEDIUM
Acresso InstallAnywhere,93,MEDIUM
Motion graphics software,93,MEDIUM
Microsoft transact-structural query language T-SQL,93,MEDIUM
ScriptPerfection Power Writer,93,MEDIUM
Enercom Energy Depot for Business,93,MEDIUM
PCS Revenue Control Systems FASTRAK School Meal Software,93,MEDIUM
Operating system monitoring software,93,MEDIUM
Colasoft Capsa Free,93,MEDIUM
Fair Isaac Application Risk Model Software,93,MEDIUM
Prime Debt Software Credit Repair,93,MEDIUM
Star Software Materiality Calculator,93,MEDIUM
Systat Software LISA.lims,93,MEDIUM
EEO Made Simple AAPMaker,93,MEDIUM
Guidance Software EnCase Enterprise,93,MEDIUM
Apple iWork Pages,93,MEDIUM
SigmaTEK SigmaNEST,93,MEDIUM
1099 ProsSoftware,93,MEDIUM
ANSYS AQWA,93,MEDIUM
Synplicity Synplify,93,MEDIUM
Micro-Press MicroStation PowerDraft,93,MEDIUM
Integrity verification software,93,MEDIUM
DL_POLY,93,MEDIUM
CyberSoft NutriBase,93,MEDIUM
Avid Digidesign Pro Tools,93,MEDIUM
SUPREM,93,MEDIUM
Requirements management software,93,MEDIUM
Past Inspection Query PIQ,93,MEDIUM
Pelion manufacturing process optimization MPO software,93,MEDIUM
PARTHENON,93,MEDIUM
OSI TrustWise,93,MEDIUM
iCode Everest,93,MEDIUM
Microarchitecture simulation software,93,MEDIUM
FANUC CNC,93,MEDIUM
Python Tools for Visual Studio (PTVS),93,MEDIUM
Finite element analysis FEA software,93,MEDIUM
SAP Master Data Management MDM,93,MEDIUM
WRSHealth EMR,93,MEDIUM
Field programmable gate array FPGA design software,93,MEDIUM
IBM Tivoli Identity Management TIM,93,MEDIUM
Accounts payable software,93,MEDIUM
Microsoft Works,93,MEDIUM
Adobe LifeCycle ES,93,MEDIUM
Financial statement software,93,MEDIUM
Autodesk VIZ,93,MEDIUM
webpack,93,MEDIUM
Embarcadero Technologies DBArtisan,93,MEDIUM
Oracle Business Intelligence Suite,93,MEDIUM
Cadence Encounter RTL Compiler,93,MEDIUM
Informatica PowerCenter,93,MEDIUM
Vero Software RADAN,93,MEDIUM
Federal Renewable Energy Screening Assistant FRESA,93,MEDIUM
KPB Associates TaxStream,93,MEDIUM
Sage Peachtree Premium Accounting for Manufacturing,93,MEDIUM
Sun Microsystems Java Persistence API,93,MEDIUM
Dolphin CAD/CAM,93,MEDIUM
Metalix CAD/CAM System cncKad,93,MEDIUM
FundCount Web,93,MEDIUM
MAYA Nastran,93,MEDIUM
Watter Hammer Software Hytran,93,MEDIUM
Roof Builder Tools,93,MEDIUM
Apache Airflow,93,MEDIUM
NetScout InfinitiStream Console,93,MEDIUM
IBM Rational System Architect,93,MEDIUM
Intermediate System to Intermediate System IS-IS,93,MEDIUM
ContextMiner,93,MEDIUM
Enterprise Logix,93,MEDIUM
RADAN Radbend,93,MEDIUM
Remote desktop control software,93,MEDIUM
Computer diagnostic software,93,MEDIUM
Oracle E-Business Suite Human Resources Management System,93,MEDIUM
Virtual Router Redundancy Protocol VRRP,93,MEDIUM
Oberon,93,MEDIUM
TekSoft CAMWorks,93,MEDIUM
RSM McGladrey Advanced Practice Solutions Paperless Audit,93,MEDIUM
The Gordian Group PROGEN Online,93,MEDIUM
WH Software MasterKey,93,MEDIUM
Thomson Creative Solutions Financial Analysis CS,93,MEDIUM
Kotlin,93,MEDIUM
Edmodo,93,MEDIUM
Automated document generation software,93,MEDIUM
Algorithmic software,93,MEDIUM
PQ Systems GAGEpack,93,MEDIUM
Rytech Software Small Business Inventory Control,93,MEDIUM
Network address management software,93,MEDIUM
Parasoft SOAtest,93,MEDIUM
LogRhythm,93,MEDIUM
Component object model COM software,93,MEDIUM
RIVS automated interview software,93,MEDIUM
Cammack Computations Inter-Est,93,MEDIUM
Structure prediction software,93,MEDIUM
Specification software,93,MEDIUM
JudgeIt II,93,MEDIUM
Fault testing software,93,MEDIUM
Telvent DTN ProphetX,93,MEDIUM
iPro,93,MEDIUM
Stress testing software,93,MEDIUM
Coyote Software DynaSCAPE Design,93,MEDIUM
EtQ Reliance,93,MEDIUM
simplifyMD,93,MEDIUM
Siemens PLM software,93,MEDIUM
BMC Software Control-M,93,MEDIUM
Alpha Four,93,MEDIUM
Hospitality Control Solutions Aloha Point-of-Sale,93,MEDIUM
ICCO CreditSoft,93,MEDIUM
Celeritive Technologies VoluMill,93,MEDIUM
M-code,93,MEDIUM
ESRI ArcEditor,93,MEDIUM
Storage area network SAN software,93,MEDIUM
Pearson Education PHStat2,93,MEDIUM
xQuery,93,MEDIUM
Pegasus software,93,MEDIUM
Equal employment opportunity EEO compliance software,93,MEDIUM
TypeScript,93,MEDIUM
Fifth Walk BillingTracker,93,MEDIUM
Oracle Reports,93,MEDIUM
Blackbaud The Financial Edge,93,MEDIUM
Objective Caml,93,MEDIUM
Vienna Ab-Initio Simulation Package VASP,93,MEDIUM
DuPont Spies Hecker Wizard,93,MEDIUM
Microsoft Azure Sentinel,93,MEDIUM
Object oriented development environment software,93,MEDIUM
Salary.com,93,MEDIUM
Biddle AutoAAP,93,MEDIUM
Autodesk AutoCAD LT,93,MEDIUM
The MathWorks Symbolic Math Toolbox,93,MEDIUM
Source code editor software,93,MEDIUM
Data Trace Title IQ,93,MEDIUM
Harrington Group caWeb,93,MEDIUM
RTA Fleet Management,93,MEDIUM
Integrated Automated Fingerprint Identification System IAFIS,93,MEDIUM
Audit planning and control environment software,93,MEDIUM
Ravenshead Services WriteItNow,93,MEDIUM
Windows kernel debuggers,93,MEDIUM
SAP Concur,93,MEDIUM
Orpheus Technology Pro Writing Aid,93,MEDIUM
Vision InfoSoft Plumbing Bid Manager,93,MEDIUM
Ansoft Simplorer,93,MEDIUM
Inetsoft,93,MEDIUM
Test data generator software,93,MEDIUM
BMC Software Change Manager,93,MEDIUM
Pipepro Pipefitting,93,MEDIUM
Delcam FeatureCAM,93,MEDIUM
Cadem seeNC Mill,93,MEDIUM
CloverETL,93,MEDIUM
FRx Software Microsoft FRx,93,MEDIUM
Ipswitch WhatsUp Gold,93,MEDIUM
Business continuity software,93,MEDIUM
Card key management software,93,MEDIUM
Computer Associates Log Analyzer,93,MEDIUM
Security testing software,93,MEDIUM
Symantec Ghost Solution Suite,93,MEDIUM
dBASE,93,MEDIUM
LabOne NET,93,MEDIUM
Autodesk Fusion 360,93,MEDIUM
Graphics pipelines,93,MEDIUM
Synopsys TetraMax ATPG,93,MEDIUM
Network availability monitoring software,93,MEDIUM
Sitecore CMS,93,MEDIUM
Functional testing software,93,MEDIUM
JavaScript framework software,93,MEDIUM
RoughDraft,93,MEDIUM
Application-specific integrated circuit ASIC logic synthesis software,93,MEDIUM
React Redux,93,MEDIUM
Apache Mahout,93,MEDIUM
Texas Medical Software SpringCharts EMR,93,MEDIUM
Cisco Systems Gateway Load Balancing Protocol GLBP,93,MEDIUM
Kirix ProffiPoint,93,MEDIUM
Ethereal,93,MEDIUM
Abraxas Energy Consulting Metrix,93,MEDIUM
ICTraining,93,MEDIUM
Twiki,93,MEDIUM
Symantec Altiris Deployment Solution,93,MEDIUM
Microsoft Visual Studio Test Professional,93,MEDIUM
Very high speed integrated circuit VHSIC hardware description language VHDL simulation software,93,MEDIUM
Retargetable compiler,93,MEDIUM
ReadyTalk,93,MEDIUM
Bashen EEOFedSoft,93,MEDIUM
Callidus TrueComp,93,MEDIUM
Corporate Responsibility System Technologies Limited Compliance Positioning System,93,MEDIUM
Autodesk Mudbox,93,MEDIUM
The Mathworks Data Acquisition Toolbox,93,MEDIUM
SmartCAMcnc SmartCAM,93,MEDIUM
CrossTec NetOp Remote Control,93,MEDIUM
Watson Wyatt CompQuest On-Line,93,MEDIUM
Oracle SQL Plus,93,MEDIUM
O*NET OnLine,93,MEDIUM
Advantos Systems DataTrust Enterprise,93,MEDIUM
Netscape Navigator,93,MEDIUM
Maynard PlanStaff Manager,93,MEDIUM
Program checksumming software,93,MEDIUM
Riverbed Technology,93,MEDIUM
Graphisoft ArchiCAD,93,MEDIUM
Virage VS Archive,93,MEDIUM
PricePoint,93,MEDIUM
Mentor Graphics Precision RTL,93,MEDIUM
Heat loss calculation software,93,MEDIUM
Remote monitoring software,93,MEDIUM
Agile Product Lifecyle Management PLM,93,MEDIUM
Equifax Advanced Decisioning,93,MEDIUM
Migration testing software,93,MEDIUM
Microsoft Extensible Application Markup Language (XAML),93,MEDIUM
Thomson Reuters Tradeweb,93,MEDIUM
Iron Mountain Accutrac records management software,93,MEDIUM
Regional Energy Deployment System ReEDS,93,MEDIUM
Online River Software Personal Trainer Pro,93,MEDIUM
Smart card management software,93,MEDIUM
IAD Audit Leverage,93,MEDIUM
Cadence Virtuoso Spectre Circuit Simulator,93,MEDIUM
AuditWare CaseWare Examiner,93,MEDIUM
CareCloud Central,93,MEDIUM
Low-level debugger software,93,MEDIUM
Vero Software WorkNC,93,MEDIUM
Lablite Laboratory Information Management Systems LIMS,93,MEDIUM
InVision software,93,MEDIUM
Tool command language Tcl,93,MEDIUM
Softworks Global PESoftOne,93,MEDIUM
Tanner EDA L-Edit,93,MEDIUM
MecSoft Corporation RhinoCAM,93,MEDIUM
Blogger,93,MEDIUM
Computer system diagnostics software,93,MEDIUM
Ingenious ProSched,93,MEDIUM
Watir,93,MEDIUM
Cebos MQ1 Audit System,93,MEDIUM
MecSoft Corporation VisualMILL,93,MEDIUM
Borland VisiBroker,93,MEDIUM
CCH ProSystem fx TAX,93,MEDIUM
Virtual Benefits Administrator,93,MEDIUM
VectorWorks ARCHITECT,93,MEDIUM
Oracle Real Application Cluster RAC,93,MEDIUM
PMC KanbanSIM,93,MEDIUM
Vero Software SURFCAM,93,MEDIUM
Sniffer Investigator,93,MEDIUM
Electronic design automation EDA software,93,MEDIUM
NetScout Sniffer Portable Professional Analyzer,93,MEDIUM
Quadkey HR Server,93,MEDIUM
TCG Technologies i-CAM,93,MEDIUM
Ashley Software Writer's Blocks,93,MEDIUM
Aptean Made2Manage,93,MEDIUM
Zephyr EXTRA! Terminal Emulation,93,MEDIUM
Event-driven State-machines Programming,93,MEDIUM
Infor Global Solutions eSITE,93,MEDIUM
EMC RSA Archer Business Continuity Management,93,MEDIUM
EEO Made Simple AppTrac,93,MEDIUM
WildPackets OmniPeek Network Analyzer,93,MEDIUM
High-performance software libraries,93,MEDIUM
Microsoft Security Esssentials,93,MEDIUM
Internal audit software,93,MEDIUM
MTI Systems Costimator JS,93,MEDIUM
FastEST FastPipe,93,MEDIUM
Workflow software,93,MEDIUM
Risk assessment software,93,MEDIUM
MethodWare ProAudit Advisor,93,MEDIUM
W-NOMINATE,93,MEDIUM
McAfee Enterprise Security Manager,93,MEDIUM
Schematic capture software,93,MEDIUM
CA IDMS,93,MEDIUM
Apache Sqoop,93,MEDIUM
Graphic presentation software,93,MEDIUM
Nunjucks,93,MEDIUM
Profit Developers Electronic File Interchange,93,MEDIUM
Data definition language DDL,93,MEDIUM
Author-it,93,MEDIUM
Oracle Jdeveloper,93,MEDIUM
LSA Visual DBR,93,MEDIUM
Tier generator software,93,MEDIUM
Onset Computer Corporation HOBOware,93,MEDIUM
Dig,93,MEDIUM
Sage CPADocument Manager,93,MEDIUM
Source code management SCM software,93,MEDIUM
Evron Computer Systems SAGE PFW (Platinum For Windows),93,MEDIUM
Software asset management SAM software,93,MEDIUM
Elite Software DPIPE,93,MEDIUM
Backup and archival software,93,MEDIUM
OnQue Technologies COBRA OnOne,93,MEDIUM
FedStats,93,MEDIUM
Seasafe Marine Software Seasafe,93,MEDIUM
Web application software,93,MEDIUM
Architecture description language ADL,93,MEDIUM
Alarm system software,93,MEDIUM
Logo design software,93,MEDIUM
Adobe Persuasion,93,MEDIUM
Moody's KMV Risk Advisor,93,MEDIUM
Epocrates,93,MEDIUM
Solar and Wind Energy Resource Assessment SWERA,93,MEDIUM
Cisco Systems Hot Standby Router Protocol HSRP,93,MEDIUM
ABB Production Planning,93,MEDIUM
HR-ease,93,MEDIUM
Ketogenic planning software,93,MEDIUM
Symark PowerBroker,93,MEDIUM
Sun Microsystems Cobalt,93,MEDIUM
Remote access software,93,MEDIUM
TopCAATs,93,MEDIUM
Speediware SpeedEEO,93,MEDIUM
Quote Software QuoteExpress,93,MEDIUM
SynaMed EMR,93,MEDIUM
BeneLink Connect,93,MEDIUM
Event log monitor software,93,MEDIUM
Instructure Canvas,93,MEDIUM
Crime mapping software,93,MEDIUM
Biddle Adverse Impact Toolkit,93,MEDIUM
Calypso Technology Calypso Asset Management,93,MEDIUM
Word recognition software,93,MEDIUM
Call-processing language CPL,93,MEDIUM
CSI Complex Systems ClientTrade,93,MEDIUM
Microsoft Entourage,93,MEDIUM
Oracle Data Integrator,93,MEDIUM
Uncamco Ucam,93,MEDIUM
Tape backup system software,93,MEDIUM
CableSoft LiveWire Trader,93,MEDIUM
E++ pattern language,93,MEDIUM
MicroFour PracticeStudio.NET EMR,93,MEDIUM
Bashen LinkLine,93,MEDIUM
Failure analysis software,93,MEDIUM
Jenzabar EX,93,MEDIUM
Good Steward Software EnergyCAP,93,MEDIUM
Computer assisted language learning CALL software,93,MEDIUM
COMSOL Multiphysics,93,MEDIUM
Active directory software,93,MEDIUM
Charles River Development Charles River Investment Management System,93,MEDIUM
Valen Technologies Risk Manager,93,MEDIUM
VUE Benefits Manager,93,MEDIUM
Bill of lading software,93,MEDIUM
SAP Business Intelligence,93,MEDIUM
Apple Xsan,93,MEDIUM
Oracle Java Enterprise Edition EE,93,MEDIUM
Activant Solutions Activant Prophet 21,93,MEDIUM
Medical reference software,93,MEDIUM
Architectural Energy Corporation REM/Rate,93,MEDIUM
Greenway Medical Technologies PrimeSUITE,93,MEDIUM
Bi3 Financial Statement Fraud Analysis,93,MEDIUM
Samba,93,MEDIUM
Micosoft SQL Server Analysis Services SSAS,93,MEDIUM
Jaspersoft Business Intelligence Suite,93,MEDIUM
Vivaldi Software Vivaldi Quality Management,93,MEDIUM
Desktop partitioning software,93,MEDIUM
Computer assisted design software,93,MEDIUM
Scikit-learn,93,MEDIUM
Sungard Assurance,93,MEDIUM
Greatis Object Inspector,93,MEDIUM
IBM Lotus SameTime,93,MEDIUM
Eiffel,93,MEDIUM
Propertyware,93,MEDIUM
Xilinx Synthesis Technology XST,93,MEDIUM
Cooperative Processing Resources DMS Professional Suite,93,MEDIUM
Oracle Migration Workbench,93,MEDIUM
Sage Simply Accounting,93,MEDIUM
Intuit MRI Residential,93,MEDIUM
Popkin System Architect,93,MEDIUM
MicroStrategy Report Services,93,MEDIUM
Drcauto Smart Architect LT Pro,93,MEDIUM
Vehicle inspection databases,93,MEDIUM
G-code,93,MEDIUM
MUMPS M,93,MEDIUM
Talend Data Fabric,93,MEDIUM
Intergraph Image Analyst,93,MEDIUM
MapInfo StreetPro,93,MEDIUM
Questek Humanis,93,MEDIUM
CA Clarity PPM,93,MEDIUM
FileNet P8,93,MEDIUM
AWS Elastic MapReduce (EMR),93,MEDIUM
IBM Resource Access Control Facility RACF,93,MEDIUM
Oracle Unified Directory,93,MEDIUM
Forth,93,MEDIUM
Windows Media Services,93,MEDIUM
Progress OpenEdge Application Server,93,MEDIUM
HiT Software Allora,93,MEDIUM
Nebu Dub InterViewer,93,MEDIUM
1CadCam Unigraphics,93,MEDIUM
Lynchval Systems Lvval,93,MEDIUM
Herbert Software Solutions HECSALV,93,MEDIUM
Workbrain Employee Scheduling,93,MEDIUM
MathWorks Simulink DSP Blockset,93,MEDIUM
Yardi Systems Yardi Voyager Residential,93,MEDIUM
ASI DATAMYTE GageMetrics,93,MEDIUM
Asprova,93,MEDIUM
EMC Ionix Network Configuration Manager,93,MEDIUM
Advanced Management Systems Software for Wineries,93,MEDIUM
Vue.js,93,MEDIUM
Experian Strategy Management,93,MEDIUM
Compatibility testing software,93,MEDIUM
SYSPRO business software,93,MEDIUM
Lifestyles Technologies DietMaster Pro,93,MEDIUM
LabWare LIMS,93,MEDIUM
Elite Software Plumbing CAD,93,MEDIUM
Autodesk Smoke,93,MEDIUM
Quest BigBrother,93,MEDIUM
Network storage software,93,MEDIUM
The Napa Group NAPA,93,MEDIUM
Moody's KMV Decisions,93,MEDIUM
Extensible stylesheet language transformations XSLT,93,MEDIUM
Algorithmic language ALGOL,93,MEDIUM
Ettercap NG,93,MEDIUM
Polhemus Fasttrack System,93,MEDIUM
Allaire ColdFusion,93,MEDIUM
Computer operating systems,93,MEDIUM
Vero Software PEPS,93,MEDIUM
Itron Enterprise Energy Management EEM Suite,93,MEDIUM
Systems and data disaster recovery software,93,MEDIUM
Exacq Technologies software,93,MEDIUM
Paragon Financial Services Paragon Financial System,93,MEDIUM
Network and application load and performance testing software,93,MEDIUM
Oracle Designer,93,MEDIUM
Structural Dynamics StruCAD*3D,93,MEDIUM
Traceroute,93,MEDIUM
Equitas EEOStat,93,MEDIUM
Meter reading software,93,MEDIUM
Tumblr,93,MEDIUM
Dolphin Lunar,93,MEDIUM
dBASE Plus,93,MEDIUM
Fluke Networks Enterprise LANMeter,93,MEDIUM
Microsoft Visual SourceSafe,93,MEDIUM
London Computer Systems Rent Manager,93,MEDIUM
IBM ADSTAR,93,MEDIUM
Web-based information systems,93,MEDIUM
Fanatic Software Informant,93,MEDIUM
Autodesk Architectural Studio,93,MEDIUM
Spreadsheet programs,93,MEDIUM
Open source routing protocols OSPF,93,MEDIUM
NCR NeighborhoodPOS,93,MEDIUM
Actuarial Systems Corporation Defined Benefit System,93,MEDIUM
SunGard NotiFind,93,MEDIUM
Core Informatics Laboratory Information Management System LIMS,93,MEDIUM
"Network, hardware, and software auditing software",93,MEDIUM
Campaign Monitor,93,MEDIUM
ASPEN,93,MEDIUM
PropertyView Solutions Remanage,93,MEDIUM
Elite Software Spipe,93,MEDIUM
ESHA Research The Food Processor,93,MEDIUM
ADP/Vantra VOLTS,93,MEDIUM
Two-dimensional 2D computer aided design CAD software,93,MEDIUM
Global Groupware Solutions Limited Smiles ERM On-Demand,93,MEDIUM
Rapide,93,MEDIUM
Cadence Opus,93,MEDIUM
Macromedia Cold Fusion,93,MEDIUM
Graphing software,93,MEDIUM
Bizmatics PrognoCIS EMR,93,MEDIUM
Business software applications,93,MEDIUM
IDEAS Software & Training IDEAS Property Clerk,93,MEDIUM
Plug-in file software,93,MEDIUM
Inline code expander software,93,MEDIUM
IBM Infosphere Information Server,93,MEDIUM
Bills of lading software,93,MEDIUM
Qualys Cloud Platform,93,MEDIUM
EMC Symmetrix DMX,93,MEDIUM
Data mapping software,93,MEDIUM
MNT Northwest MNT Assistant,93,MEDIUM
Sun Microsystems Sun ONE,93,MEDIUM
IBM Tivoli Access Management TAM,93,MEDIUM
Unit testing software,93,MEDIUM
IBM z/OS operating systems,93,MEDIUM
Experian Retention Triggers,93,MEDIUM
Symantec Intruder Alert,93,MEDIUM
Atlassian Bitbucket,93,MEDIUM
Biodex Medical Systems Biodex Concussion Manager,93,MEDIUM
B&W Port Scanner,93,MEDIUM
Proteus Engineering FastShip,93,MEDIUM
Freddie Mac Loan Prospector,93,MEDIUM
Factory Edge MRP,93,MEDIUM
Pleier Audit Management System,93,MEDIUM
Multiple trading transaction systems,93,MEDIUM
Applied Software Technologies Asset Maintenance and Materials Management System,93,MEDIUM
Power Structure,93,MEDIUM
Photo editing software,93,MEDIUM
Metamation MetaCAM,93,MEDIUM
Creative System GHS,93,MEDIUM
Enterprise backup systems,93,MEDIUM
American National Standards Institute ANSI C,93,MEDIUM
Thermo Fisher Scientific Laboratory Information Management Systems LIMS,93,MEDIUM
MITRE ATT&CK software,93,MEDIUM
Trend Micro TippingPoint,93,MEDIUM
EffTec EffTrack,93,MEDIUM
Talend Big Data Integration,93,MEDIUM
COOP Systems myCOOP,93,MEDIUM
Programming languages,93,MEDIUM
Hewlett-Packard HP TestDirector for Quality Center,93,MEDIUM
Digital analysis tests and statistics DATAS for SAS,93,MEDIUM
VME PowerPC VxWorks,93,MEDIUM
Apple iWork Keynote,93,MEDIUM
Netreo OmniCenter,93,MEDIUM
Technos Astra S-Nesting,93,MEDIUM
ProQuest Worldwide Political Science Abstracts,93,MEDIUM
Novell NetWare Management Station,93,MEDIUM
Wind River VxWorks,93,MEDIUM
Object database management system ODBMS,93,MEDIUM
Intuit TurboTax,93,MEDIUM
Trading Blox,93,MEDIUM
Wilhelm Publishing Threshold,93,MEDIUM
Freescale CodeWarrior Tools,93,MEDIUM
PropertyInfo SureClose,93,MEDIUM
CGTech Vericut CNC,93,MEDIUM
HarrisData Human Resources Information System HRIS,93,MEDIUM
CoffeeCup The HTML Editor,93,MEDIUM
Delcam PowerMILL,93,MEDIUM
Network bridge software,93,MEDIUM
Vero Software Edgecam,93,MEDIUM
Water surface pressure gradient WSPG software,93,MEDIUM
ICAM CAM-POST,93,MEDIUM
Nuesoft Technologies NueMD,93,MEDIUM
Apache Oozie,93,MEDIUM
Microelectromechanical systems MEMS simulation software,93,MEDIUM
Adeptia ETL Suite,93,MEDIUM
Bi3 Audit Intelligence,93,MEDIUM
Infinity QS ProFicient,93,MEDIUM
ARCOM Masterspec,93,MEDIUM
Blender,93,MEDIUM
AuditWare financial reporting and auditing software,93,MEDIUM
Cadem NCnet,93,MEDIUM
Intelitek spectraCAM Turning,93,MEDIUM
BobCAD-CAM,93,MEDIUM
BEMAS PayDirect,93,MEDIUM
UTQUANT,93,MEDIUM
NetIQ,93,MEDIUM
Sampson Data Pattern Index software,93,MEDIUM
Horizon Engineering Sigma Plumbing Calculator,93,MEDIUM
Strategic BCP ResilienceONE,93,MEDIUM
BMC Software Recovery Manager RMAN,93,MEDIUM
FastEST software,93,MEDIUM
Rice Simulator for ILP Multiprocessors RSIM,93,MEDIUM
SOLAR-2,93,MEDIUM
PROPHIX Enterprise,93,MEDIUM
ANSYS Multiphysics,93,MEDIUM
eXtensible Business Reporting Language XBRL,93,MEDIUM
RGA AURA,93,MEDIUM
Lumion,93,MEDIUM
Prime Debt Soft Debt Settlement,93,MEDIUM
WinSpice,93,MEDIUM
Open Graphics Library OpenGL,93,MEDIUM
AccessData FTK,93,MEDIUM
The MathWorks Wavelet Toolbox,93,MEDIUM
Bill of materials software,93,MEDIUM
VLC Media Player,93,MEDIUM
SaaS SurveyMonkey,93,MEDIUM
Sentient Online MarketPrice,93,MEDIUM
BenAssist,93,MEDIUM
Interuniversity Consortium for Political and Social Research (ICPSR) database,93,MEDIUM
Statgraphics,93,MEDIUM
MachineWorks Ltd. MachineWorks,93,MEDIUM
BNA Corporate Tax Audit Analyzer,93,MEDIUM
ESA MOSAICS,93,MEDIUM
PISCES IIB,93,MEDIUM
Bidirectional encoder representations from transformers (BERT),93,MEDIUM
Arping,93,MEDIUM
Partial class generator software,93,MEDIUM
Operating system process control software,93,MEDIUM
Lucid IQ CMP,93,MEDIUM
Remote authentication dial-in user service RADIUS software,93,MEDIUM
LAB SUM3D,93,MEDIUM
Experian Detect,93,MEDIUM
KAPES,93,MEDIUM
IBM Rational Data Architect,93,MEDIUM
PICS DietMate Professional,93,MEDIUM
DOS shell script,93,MEDIUM
Microsoft Windows PowerShell,93,MEDIUM
Computerized bed control system software,93,MEDIUM
Landmark Graphics GeoGraphix,93,MEDIUM
AOL MapQuest,93,MEDIUM
Client information database software,93,MEDIUM
Actuarial Systems Corporation Compliance Testing System,93,MEDIUM
Sage Reference Online,93,MEDIUM
Guidance Software EnCase Forensic,93,MEDIUM
Cisco Systems CiscoWorks LAN Management Solution,93,MEDIUM
BioEx Systems Fitness Maker,93,MEDIUM
Oracle Java Message Service JMS,93,MEDIUM
Micronetics Xpert Write-up,93,MEDIUM
Kubotek KeyCreator Machinist,93,MEDIUM
Modernizing Medicine Practice Management,93,MEDIUM
Hardware description and verification language,93,MEDIUM
AzTechSoft GPS2CAD,93,MEDIUM
Virtual Gibbs CADD/CAM,93,MEDIUM
